Fusion_PVO_Name,Fusion_Attribute_Name,DW_Table_Name,DW_Column_Name,Fusion_PVO_Prefix,SHORT_TABLE_NAME
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,EFFECTIVEENDDATE,COM_INT_ORG_D,EFFECTIVE_END_DATE,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,EFFECTIVESTARTDATE,COM_INT_ORG_D,EFFECTIVE_START_DATE,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,ORGANIZATIONID,COM_INT_ORG_D,ORGANIZATION_ID,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,ORGANIZATIONUNITPEOCREATEDBY,COM_INT_ORG_D,CREATED_BY,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,ORGANIZATIONUNITPEOCREATIONDATE,COM_INT_ORG_D,CREATION_DATE,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,ORGANIZATIONUNITPEOINTERNALADDRESSLINE,COM_INT_ORG_D,INTERNAL_ADDRESS_LINE,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,ORGANIZATIONUNITPEOLASTUPDATEDATE,COM_INT_ORG_D,LAST_UPDATE_DATE,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,ORGANIZATIONUNITPEOLASTUPDATEDBY,COM_INT_ORG_D,LAST_UPDATED_BY,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,ORGANIZATIONUNITPEOLEGALENTITYID,COM_INT_ORG_D,LEGAL_ENTITY_ID,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,ORGANIZATIONUNITPEOLOCATIONID,COM_INT_ORG_D,LOCATION_ID,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,ORGANIZATIONUNITPEOORGANIZATIONUNITPEOTYPE,COM_INT_ORG_D,TYPE,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
HcmTopModelAnalyticsGlobalAM.OrganizationAM.OrganizationUnitPVO,ORGANIZATIONUNITTRANSLATIONPEONAME,COM_INT_ORG_D,NAME,file_hcmtopmodelanalyticsglobalam_organizationam_organizationunitpvo-,ORGANIZATIONUNITPVO
FscmTopModelAM.PartiesAnalyticsAM.Customer,PARTYID,COM_CUSTOMER_D,PARTY_ID,file_fscmtopmodelam_partiesanalyticsam_customer-,CUSTOMER
FscmTopModelAM.PartiesAnalyticsAM.Customer,PARTYNAME,COM_CUSTOMER_D,PARTY_NAME,file_fscmtopmodelam_partiesanalyticsam_customer-,CUSTOMER
FscmTopModelAM.PartiesAnalyticsAM.Customer,EMAILADDRESS,COM_CUSTOMER_D,EMAIL_ADDRESS,file_fscmtopmodelam_partiesanalyticsam_customer-,CUSTOMER
FscmTopModelAM.PartiesAnalyticsAM.CustomerAccount,CUSTACCOUNTID,COM_CUSTOMER_D,CUST_ACCOUNT_ID,file_fscmtopmodelam_partiesanalyticsam_customeraccount-,CUSTOMERACCOUNT
FscmTopModelAM.PartiesAnalyticsAM.CustomerAccount,ACCOUNTNUMBER,COM_CUSTOMER_D,ACCOUNT_NUMBER,file_fscmtopmodelam_partiesanalyticsam_customeraccount-,CUSTOMERACCOUNT
FscmTopModelAM.PartiesAnalyticsAM.CustomerAccount,ORIGSYSTEMREFERENCE,COM_CUSTOMER_D,ORIG_SYSTEM_REFERENCE,file_fscmtopmodelam_partiesanalyticsam_customeraccount-,CUSTOMERACCOUNT
FscmTopModelAM.PartiesAnalyticsAM.CustomerAccount,STATUS,COM_CUSTOMER_D,STATUS,file_fscmtopmodelam_partiesanalyticsam_customeraccount-,CUSTOMERACCOUNT
FscmTopModelAM.PartiesAnalyticsAM.CustomerAccount,CUSTOMERTYPE,COM_CUSTOMER_D,CUSTOMER_TYPE,file_fscmtopmodelam_partiesanalyticsam_customeraccount-,CUSTOMERACCOUNT
FscmTopModelAM.PartiesAnalyticsAM.CustomerAccount,CUSTOMERCLASSCODE,COM_CUSTOMER_D,CUSTOMER_CLASS_CODE,file_fscmtopmodelam_partiesanalyticsam_customeraccount-,CUSTOMERACCOUNT
FscmTopModelAM.PartiesAnalyticsAM.CustomerAccount,ACCOUNTESTABLISHEDDATE,COM_CUSTOMER_D,ACCOUNT_ESTABLISHED_DATE,file_fscmtopmodelam_partiesanalyticsam_customeraccount-,CUSTOMERACCOUNT
FscmTopModelAM.PartiesAnalyticsAM.CustomerAccount,ACCOUNTNAME,COM_CUSTOMER_D,ACCOUNT_NAME,file_fscmtopmodelam_partiesanalyticsam_customeraccount-,CUSTOMERACCOUNT
FscmTopModelAM.PartiesAnalyticsAM.Customer,CREATIONDATE,COM_CUSTOMER_D,SOURCE_CREATED_DATE,file_fscmtopmodelam_partiesanalyticsam_customer-,CUSTOMER
FscmTopModelAM.PartiesAnalyticsAM.Customer,LASTUPDATEDATE,COM_CUSTOMER_D,SOURCE_MODIFIED_DATE,file_fscmtopmodelam_partiesanalyticsam_customer-,CUSTOMER
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,CREATEDBY,COM_LOOKUP_D,CREATED_BY,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,CREATIONDATE,COM_LOOKUP_D,CREATION_DATE,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,DESCRIPTION,COM_LOOKUP_D,DESCRIPTION,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,DISPLAYSEQUENCE,COM_LOOKUP_D,DISPLAY_SEQUENCE,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,ENABLEDFLAG,COM_LOOKUP_D,ENABLED_FLAG,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,ENDDATEACTIVE,COM_LOOKUP_D,END_DATE_ACTIVE,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,LASTUPDATEDATE,COM_LOOKUP_D,LAST_UPDATE_DATE,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,LASTUPDATEDBY,COM_LOOKUP_D,LAST_UPDATED_BY,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,LOOKUPCODE,COM_LOOKUP_D,LOOKUP_CODE,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,LOOKUPTYPE,COM_LOOKUP_D,LOOKUP_TYPE,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,MEANING,COM_LOOKUP_D,MEANING,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,SETID,COM_LOOKUP_D,SET_ID,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,STARTDATEACTIVE,COM_LOOKUP_D,START_DATE_ACTIVE,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,TAG,COM_LOOKUP_D,TAG,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
HcmTopModelAnalyticsGlobalAM.AnalyticsServiceAM.LookupValuesPVO,VIEWAPPLICATIONID,COM_LOOKUP_D,VIEW_APPLICATION_ID,file_hcmtopmodelanalyticsglobalam_analyticsserviceam_lookupvaluespvo-,LOOKUPVALUESPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierPVO,SUPPLIERCREATIONSOURCE,COM_SUPPLIER_D,SUPPLIER_CREATION_SOURCE,file_fscmtopmodelam_prcpozpublicviewam_supplierpvo-,SUPPLIERPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierPVO,BUSCLASS1EXPIRATIONDATE,COM_SUPPLIER_D,BUS_CLASS1_EXPIRATION_DATE,file_fscmtopmodelam_prcpozpublicviewam_supplierpvo-,SUPPLIERPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierRegistrationMappingPVO,SUPPLIERREGISTRATIONAPPROVALINSTANCEID,COM_SUPPLIER_D,SUPPLIER_REGISTRATION_APPROVAL_INSTANCE_ID,file_fscmtopmodelam_prcpozpublicviewam_supplierregistrationmappingpvo-,SUPPLIERREGISTRATIONMAPPINGPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierPVO,SUPPLIERVATCODE,COM_SUPPLIER_D,VAT_CODE,file_fscmtopmodelam_prcpozpublicviewam_supplierpvo-,SUPPLIERPVO
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,ADDRESS1,COM_CUSTOMER_SITE_D,ADDRESS1,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,ADDRESS2,COM_CUSTOMER_SITE_D,ADDRESS2,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,ADDRESS3,COM_CUSTOMER_SITE_D,ADDRESS3,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,ADDRESS4,COM_CUSTOMER_SITE_D,ADDRESS4,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,CITY,COM_CUSTOMER_SITE_D,CITY,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,COUNTRY,COM_CUSTOMER_SITE_D,COUNTRY,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,COUNTY,COM_CUSTOMER_SITE_D,COUNTY,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,DESCRIPTION,COM_CUSTOMER_SITE_D,DESCRIPTION,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,ENDDATEACTIVE,COM_CUSTOMER_SITE_D,END_DATE_ACTIVE,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,GLOBALLOCATIONNUMBER,COM_CUSTOMER_SITE_D,GLOBAL_LOCATION_NUMBER,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,IDENTIFYINGADDRESSFLAG,COM_CUSTOMER_SITE_D,IDENTIFYING_ADDRESS_FLAG,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,LASTUPDATEDATE,COM_CUSTOMER_SITE_D,LAST_UPDATE_DATE,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,LOCATION,COM_CUSTOMER_SITE_D,LOCATION,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,LOCATIONID,COM_CUSTOMER_SITE_D,LOCATION_ID,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,PARTYSITEID,COM_CUSTOMER_SITE_D,PARTY_SITE_ID,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,PARTYSITENAME,COM_CUSTOMER_SITE_D,PARTY_SITE_NAME,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,PARTYSITENUMBER,COM_CUSTOMER_SITE_D,PARTY_SITE_NUMBER,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,POSTALCODE,COM_CUSTOMER_SITE_D,POSTAL_CODE,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,PROVINCE,COM_CUSTOMER_SITE_D,PROVINCE,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,SALESTAXGEOCODE,COM_CUSTOMER_SITE_D,SALES_TAX_GEOCODE,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,SALESTAXINSIDECITYLIMITS,COM_CUSTOMER_SITE_D,SALES_TAX_INSIDE_CITY_LIMITS,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,SHORTDESCRIPTION,COM_CUSTOMER_SITE_D,SHORT_DESCRIPTION,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,SITEUSECODE,COM_CUSTOMER_SITE_D,SITE_USE_CODE,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,SITEUSEID,COM_CUSTOMER_SITE_D,SITE_USE_ID,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,STARTDATEACTIVE,COM_CUSTOMER_SITE_D,START_DATE_ACTIVE,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,STATE,COM_CUSTOMER_SITE_D,STATE,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,STATUS,COM_CUSTOMER_SITE_D,STATUS,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,TIMEZONECODE,COM_CUSTOMER_SITE_D,TIMEZONE_CODE,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PartiesAnalyticsAM.CustAccountSiteUse,CUSTOMERACCOUNTPEOCUSTACCOUNTID,COM_CUSTOMER_SITE_D,CUST_ACCOUNT_ID,file_fscmtopmodelam_partiesanalyticsam_custaccountsiteuse-,CUSTACCOUNTSITEUSE
FscmTopModelAM.PrcPozPublicViewAM.SupplierSitePVO,SUPPLIERSITEHOLDFLAG,COM_SUPPLIER_D,SUPPLIER_SITE_HOLD_FLAG,file_fscmtopmodelam_prcpozpublicviewam_suppliersitepvo-,SUPPLIERSITEPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierSitePVO,SUPPLIERSITEHOLDREASON,COM_SUPPLIER_D,SUPPLIER_SITE_HOLD_REASON,file_fscmtopmodelam_prcpozpublicviewam_suppliersitepvo-,SUPPLIERSITEPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierSitePVO,SUPPLIERSITEPURCHASINGHOLDREASON,COM_SUPPLIER_D,SUPPLIER_SITE_PURCHASING_HOLD_REASON,file_fscmtopmodelam_prcpozpublicviewam_suppliersitepvo-,SUPPLIERSITEPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierSitePVO,SUPPLIERSITEPURCHASINGSITEFLAG,COM_SUPPLIER_D,SUPPLIER_SITE_PURCHASING_SITE_FLAG,file_fscmtopmodelam_prcpozpublicviewam_suppliersitepvo-,SUPPLIERSITEPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierSitePVO,SUPPLIERSITEPAYSITEFLAG,COM_SUPPLIER_D,SUPPLIER_SITE_PAY_SITE_FLAG,file_fscmtopmodelam_prcpozpublicviewam_suppliersitepvo-,SUPPLIERSITEPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierSitePVO,SUPPLIERSITESUPPLIERNOTIFMETHOD,COM_SUPPLIER_D,SUPPLIER_SITE_SUPPLIER_NOTIF_METHOD,file_fscmtopmodelam_prcpozpublicviewam_suppliersitepvo-,SUPPLIERSITEPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierSitePVO,SUPPLIERSITERFQONLYSITEFLAG,COM_SUPPLIER_D,SUPPLIER_SITE_RFQ_ONLY_SITE_FLAG,file_fscmtopmodelam_prcpozpublicviewam_suppliersitepvo-,SUPPLIERSITEPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierPVO,SUPPLIERATTRIBUTE8,COM_SUPPLIER_D,SUPPLIER_ATTRIBUTE8,file_fscmtopmodelam_prcpozpublicviewam_supplierpvo-,SUPPLIERPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierPVO,SUPPLIERATTRIBUTE12,COM_SUPPLIER_D,SUPPLIER_ATTRIBUTE12,file_fscmtopmodelam_prcpozpublicviewam_supplierpvo-,SUPPLIERPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierPVO,SUPPLIERATTRIBUTENUMBER1,COM_SUPPLIER_D,SUPPLIER_ATTRIBUTE_NUMBER1,file_fscmtopmodelam_prcpozpublicviewam_supplierpvo-,SUPPLIERPVO
FscmTopModelAM.PrcPozPublicViewAM.SupplierPVO,PARTYDUNSNUMBERC,COM_SUPPLIER_D,PARTY_DUNS_NUMBER_C,file_fscmtopmodelam_prcpozpublicviewam_supplierpvo-,SUPPLIERPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,CREATEDBY,COM_FND_VS_VALUES_D,CREATED_BY,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,CREATEDBY1,COM_FND_VS_VALUES_D,CREATED_BY1,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,CREATEDBY2,COM_FND_VS_VALUES_D,CREATED_BY2,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,CREATIONDATE,COM_FND_VS_VALUES_D,CREATION_DATE,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,CREATIONDATE1,COM_FND_VS_VALUES_D,CREATION_DATE1,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,CREATIONDATE2,COM_FND_VS_VALUES_D,CREATION_DATE2,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,DATASECURITYOBJECTNAME,COM_FND_VS_VALUES_D,DATA_SECURITY_OBJECT_NAME,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,DESCRIPTION,COM_FND_VS_VALUES_D,DESCRIPTION,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,DESCRIPTION1,COM_FND_VS_VALUES_D,DESCRIPTION1,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,ENABLEDFLAG,COM_FND_VS_VALUES_D,ENABLED_FLAG,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,ENDDATEACTIVE,COM_FND_VS_VALUES_D,END_DATE_ACTIVE,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,ENTERPRISEID,COM_FND_VS_VALUES_D,ENTERPRISE_ID,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,INDEPENDENTVALUE,COM_FND_VS_VALUES_D,INDEPENDENT_VALUE,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,INDEPENDENTVALUESETID,COM_FND_VS_VALUES_D,INDEPENDENT_VALUE_SET_ID,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,LANGUAGE,COM_FND_VS_VALUES_D,LANGUAGE,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,LASTUPDATEDATE,COM_FND_VS_VALUES_D,LAST_UPDATE_DATE,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,LASTUPDATEDATE1,COM_FND_VS_VALUES_D,LAST_UPDATE_DATE1,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,LASTUPDATEDATE2,COM_FND_VS_VALUES_D,LAST_UPDATE_DATE2,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,LASTUPDATELOGIN,COM_FND_VS_VALUES_D,LAST_UPDATE_LOGIN,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,LASTUPDATELOGIN1,COM_FND_VS_VALUES_D,LAST_UPDATE_LOGIN1,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,LASTUPDATELOGIN2,COM_FND_VS_VALUES_D,LAST_UPDATE_LOGIN2,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,LASTUPDATEDBY,COM_FND_VS_VALUES_D,LAST_UPDATED_BY,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,LASTUPDATEDBY1,COM_FND_VS_VALUES_D,LAST_UPDATED_BY1,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
FscmTopModelAM.AnalyticsServiceAM.ValueSetTypedValuesTLPVO,LASTUPDATEDBY2,COM_FND_VS_VALUES_D,LAST_UPDATED_BY2,file_fscmtopmodelam_analyticsserviceam_valuesettypedvaluestlpvo-,VALUESETTYPEDVALUESTLPVO
